f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,lb
0.9997560381889344,0.4843826293945312,0.4056162238121032,0.5403226017951965,0.9122806787490844,0.2946481704711914,0.5201563239097595,1.1413768529891968,0.8442110419273376,0.4403087496757507,0.0
0.9923116564750672,0.5873456001281738,0.4212168455123901,0.4838709533214569,0.875,0.2930934131145477,0.5115211009979248,0.8856293559074402,0.9026520252227784,0.5363478660583496,0.0
0.9946451783180236,0.5729804635047913,0.3851640522480011,0.5,0.9032257795333862,0.2765482664108276,0.5177192091941833,1.0091712474822998,0.8169872164726257,0.4954342246055603,0.0
0.9960168600082396,0.5629862546920776,0.4573804438114166,0.4710743725299835,0.9473684430122375,0.2492900192737579,0.5287752151489258,1.1320126056671145,0.8553405404090881,0.4953552186489105,0.0
0.9997705817222596,0.5151445865631104,0.5309734344482422,0.8359375,0.1824817508459091,0.206066220998764,0.259757250547409,0.2425800710916519,1.9478408098220823,1.7300492525100708,1.0
0.902527928352356,0.7965995073318481,0.125944584608078,0.8086956739425659,0.8888888955116272,0.3642590641975403,0.6205306053161621,0.5659675598144531,1.332343578338623,0.1791169941425323,0.0
0.8800606727600098,0.8248905539512634,0.1029866114258766,0.8508771657943726,0.9322034120559692,0.3525776267051697,0.7211841344833374,0.6965492963790894,1.270175814628601,0.1171745583415031,0.0
0.8846445083618164,0.8194504976272583,0.1686121970415115,0.7222222089767456,0.8653846383094788,0.2980628311634063,0.8607653975486755,0.4944822490215301,1.2831659317016602,0.2155642807483673,0.0
0.824826180934906,0.8801157474517822,0.1815431118011474,0.7727272510528564,0.8582677245140076,0.3352475762367248,0.8306129574775696,0.5737223625183105,1.2222132682800293,0.1876838207244873,0.0
0.8535534143447876,0.8535534143447876,0.1565557718276977,0.7317073345184326,0.8971962332725525,0.3461170494556427,0.8021433353424072,0.613136887550354,1.10780668258667,0.1873461157083511,0.0
0.8624997138977051,0.8443747162818909,0.2439024448394775,0.8641975522041321,0.8770492076873779,0.3875358700752258,0.688794732093811,0.4555941820144653,1.5616655349731443,0.1661493331193924,0.0
0.8315176367759705,0.874294102191925,0.191938579082489,0.800000011920929,0.8958333134651184,0.3561528325080871,0.7911112904548645,0.4916369915008545,1.345799207687378,0.1586298942565918,0.0
0.6897781491279602,0.0374156907200813,0.5764966607093811,0.5333333611488342,0.9390243887901306,0.3479201793670654,0.7132737636566162,0.5197839140892029,1.1577908992767334,0.331250935792923,1.0
0.7140432000160217,0.0481310822069644,0.2557544708251953,0.60317462682724,0.9523809552192688,0.4051819443702698,0.6770948767662048,0.5059878826141357,1.3117202520370483,0.2978706061840057,1.0
0.7728365659713745,0.0810009613633155,0.4750593900680542,0.5,0.9285714030265808,0.2542565166950226,1.1377553939819336,0.6174821257591248,0.9580686092376708,0.2445331662893295,1.0
0.2740176022052765,0.946017861366272,0.961298406124115,0.4557823240756988,0.5283018946647644,0.1642509996891021,1.150956153869629,1.0635970830917358,0.4513570368289947,0.4488578736782074,0.0
0.89174884557724,0.8106973767280579,0.7980049848556519,0.8303571343421936,0.38164252042770386,0.3808036744594574,0.33315491676330566,0.17959006130695343,2.0,1.807815670967102,1.0
0.9983423352241516,0.45931899547576904,0.47984644770622253,0.07692307978868484,0.507317066192627,0.18421100080013275,1.9241876602172852,0.48175397515296936,0.5386561751365662,0.7546901106834412,0.0
0.7361106872558594,0.059260014444589615,0.2876480519771576,0.4647887349128723,0.9753086566925049,0.2717876732349396,0.906269907951355,0.3943483531475067,1.486057162284851,0.2957608997821808,1.0
0.99800705909729,0.5445976257324219,0.37716615200042725,0.9076923131942749,0.5253456234931946,0.3376181125640869,1.049424648284912,0.31128236651420593,1.2700889110565186,0.7718181014060974,0.0
