f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,lb
0.6629953384399414,0.9726864695549012,0.6382978558540344,0.1624999940395355,0.8823529481887817,0.0534343346953392,0.3878093957901001,1.905324459075928,0.3405058085918426,1.0577456951141355,1.0
0.4078557193279266,0.9914360642433168,0.860927164554596,0.0408163256943225,0.8571428656578064,0.0331220068037509,0.676874041557312,1.6197831630706787,0.2764330804347992,0.7016593217849731,1.0
0.7906190752983093,0.906866729259491,0.5960264801979065,0.1199999973177909,0.5945945978164673,0.1739266961812973,0.4643630385398865,0.9531662464141846,0.3533262908458709,1.048103094100952,1.0
0.4706389904022217,0.9991371631622314,0.8910890817642212,0.9473684430122375,0.0454545468091964,0.0322304144501686,0.3035541176795959,0.8070799112319946,1.5515780448913574,0.5846918821334839,1.0
0.6530045866966248,0.976014256477356,0.8791208863258362,0.837837815284729,0.0833333358168602,0.0715653672814369,0.4023376405239105,1.2731983661651611,1.05126690864563,0.4294816851615906,1.0
0.5249688029289246,0.9993761777877808,0.6930692791938782,0.9041095972061156,0.1176470592617988,0.0584336519241333,0.2777390480041504,1.2437878847122192,1.6440250873565674,0.4028576910495758,1.0
0.9647453427314758,0.3155772387981415,0.6172839403152466,0.4254143536090851,0.3877550959587097,0.5103766918182373,0.3763412237167358,0.2776691913604736,1.1810401678085327,1.6657063961029053,0.0
0.999777376651764,0.5149187445640564,0.4109589159488678,0.5920000076293945,0.9578947424888612,0.2843864262104034,0.540127694606781,0.7123256325721741,1.1756377220153809,0.3801440000534057,0.0
0.8048554062843323,0.8963119983673096,0.723192036151886,0.7529411911964417,0.3513513505458832,0.4172933399677276,0.3900409042835235,0.1483601927757263,2.0,2.0,1.0
0.7940858602523804,0.9043680429458618,0.5774278044700623,0.9469696879386902,0.2572815418243408,0.1983394920825958,0.2074976414442062,0.1326325684785843,2.0,2.0,1.0
0.8344823718070984,0.87164705991745,0.5336427092552185,0.9242424368858336,0.4869109988212585,0.3679912686347961,0.4133217930793762,0.1415425986051559,2.0,1.8137518167495728,1.0
0.6124297380447388,0.987195611000061,0.451306402683258,0.8761062026023865,0.3743315637111664,0.2822215259075165,0.3570472002029419,0.2150724977254867,2.0,1.5046368837356567,1.0
0.7316271066665649,0.0568872764706611,0.4414587318897247,0.5400000214576721,0.9811320900917052,0.3887915909290313,0.5009966492652893,0.4723954796791076,1.4378689527511597,0.4426669180393219,1.0
0.7060839533805847,0.0444460399448871,0.2753872573375702,0.5199999809265137,0.9558823704719543,0.3667703866958618,0.6221014857292175,0.3412118554115295,1.7309752702713013,0.3913927376270294,1.0
0.7102305293083191,0.0463446974754333,0.2794411182403564,0.5967742204666138,0.9568965435028076,0.3944071829319,0.7395825386047363,0.3926020264625549,1.5998839139938354,0.2692273259162903,1.0
0.996941864490509,0.4447842240333557,0.3743315637111664,0.3181818127632141,0.9213483333587646,0.1718937456607818,0.623792290687561,0.6167117953300476,0.9929699301719666,0.5576536059379578,0.0
0.9972527027130128,0.4476576149463653,0.3030303120613098,0.4895833432674408,0.911764681339264,0.2506259083747864,0.6026805639266968,0.5669131278991699,1.202825665473938,0.4384752810001373,0.0
0.9870486259460448,0.386935144662857,0.3184713423252105,0.4188034236431122,0.975000023841858,0.2186735570430755,0.495169073343277,0.7267904877662659,1.0862172842025757,0.5735227465629578,0.0
0.998633861541748,0.5369358658790588,0.5179283022880554,0.4395604431629181,0.8977272510528564,0.1993895024061203,0.6009761095046997,0.6216756105422974,1.1263278722763062,0.4859226047992706,0.0
0.9996398687362672,0.5189736485481262,0.3389830589294433,0.5,0.9090909361839294,0.2370877861976623,0.6868544220924377,0.805881142616272,0.922801434993744,0.3831069469451904,1.0
0.5310136079788208,0.9990372061729432,0.5194805264472961,0.4571428596973419,0.294117659330368,0.0375167094171047,1.703568458557129,2.0,0.137973666191101,0.1646066606044769,0.0
0.8344823718070984,0.87164705991745,0.5336427092552185,0.9242424368858336,0.4869109988212585,0.3679912686347961,0.4133217930793762,0.1415425986051559,2.0,1.8137518167495728,1.0
0.6124297380447388,0.987195611000061,0.451306402683258,0.8761062026023865,0.3743315637111664,0.2822215259075165,0.3570472002029419,0.2150724977254867,2.0,1.5046368837356567,1.0
0.7316271066665649,0.0568872764706611,0.4414587318897247,0.5400000214576721,0.9811320900917052,0.3887915909290313,0.5009966492652893,0.4723954796791076,1.4378689527511597,0.4426669180393219,1.0
0.7060839533805847,0.0444460399448871,0.2753872573375702,0.5199999809265137,0.9558823704719543,0.3667703866958618,0.6221014857292175,0.3412118554115295,1.7309752702713013,0.3913927376270294,1.0
0.7102305293083191,0.0463446974754333,0.2794411182403564,0.5967742204666138,0.9568965435028076,0.3944071829319,0.7395825386047363,0.3926020264625549,1.5998839139938354,0.2692273259162903,1.0
0.996941864490509,0.4447842240333557,0.3743315637111664,0.3181818127632141,0.9213483333587646,0.1718937456607818,0.623792290687561,0.6167117953300476,0.9929699301719666,0.5576536059379578,0.0
0.9972527027130128,0.4476576149463653,0.3030303120613098,0.4895833432674408,0.911764681339264,0.2506259083747864,0.6026805639266968,0.5669131278991699,1.202825665473938,0.4384752810001373,0.0
0.9870486259460448,0.386935144662857,0.3184713423252105,0.4188034236431122,0.975000023841858,0.2186735570430755,0.495169073343277,0.7267904877662659,1.0862172842025757,0.5735227465629578,0.0
0.998633861541748,0.5369358658790588,0.5179283022880554,0.4395604431629181,0.8977272510528564,0.1993895024061203,0.6009761095046997,0.6216756105422974,1.1263278722763062,0.4859226047992706,0.0
0.9996398687362672,0.5189736485481262,0.3389830589294433,0.5,0.9090909361839294,0.2370877861976623,0.6868544220924377,0.805881142616272,0.922801434993744,0.3831069469451904,1.0
0.5310136079788208,0.9990372061729432,0.5194805264472961,0.4571428596973419,0.294117659330368,0.0375167094171047,1.703568458557129,2.0,0.137973666191101,0.1646066606044769,0.0
0.8679655194282532,0.8385282754898071,0.4750593900680542,0.8360655903816223,0.4234693944454193,0.412145733833313,0.2805167138576507,0.1741187870502472,2.0,1.7396060228347778,1.0
0.6266797184944153,0.0163138881325721,0.3646833002567291,0.5316455960273743,0.969924807548523,0.4370971024036407,0.5559102296829224,0.3286645412445068,1.8950425386428835,0.4235288798809051,1.0
0.7572478652000427,0.928746461868286,0.7468879818916321,0.91304349899292,0.0370370373129844,0.0551285743713378,0.2585788071155548,0.108887992799282,1.8578448295593264,2.0,1.0
0.1000000014901161,0.800000011920929,0.8713693022727966,0.7547169923782349,0.0689655169844627,0.1873722374439239,0.0959692895412445,0.0434404872357845,2.0,2.0,1.0
0.7677710056304932,0.9222542643547058,0.5809128880500793,0.1287128776311874,0.75,0.0945148542523384,0.4850044250488281,1.5610593557357788,0.2806648313999176,0.926533341407776,1.0
0.8841106295585632,0.8200922012329102,0.7569721341133118,0.5,0.5185185074806213,0.8828323483467102,0.0772527158260345,0.0582419820129871,2.0,2.0,1.0
0.9789131283760072,0.3563260436058044,0.4246284365653991,0.460317462682724,0.9784946441650392,0.2158930301666259,0.672483503818512,0.4534335136413574,1.4111043214797974,0.3826723396778106,0.0
0.9627735018730164,0.68931645154953,0.6312292218208313,0.5054945349693298,0.959999978542328,0.2434048056602478,0.5276299118995667,0.6415581107139587,1.2566416263580322,0.4622872769832611,0.0
0.984548568725586,0.6233396530151367,0.5976095795631409,0.6666666865348816,0.0824742242693901,0.1584372669458389,0.6591620445251465,0.5905708074569702,0.5461554527282715,0.948558747768402,0.0
0.9988548755645752,0.5338206887245178,0.6224066615104675,0.3103448152542114,0.9550561904907228,0.1454074829816818,0.6868227124214172,0.6712308526039124,0.922659993171692,0.5068814158439636,0.0
0.9511809945106506,0.7154894471168518,0.1689708083868026,0.6024096608161926,0.9876543283462524,0.2302719354629516,0.9043797850608826,0.4608912467956543,1.3717083930969238,0.2086149156093597,0.0
0.9987647533416748,0.5351243019104004,0.3087885975837707,0.5783132314682007,0.946902632713318,0.2274666130542755,0.8669407963752747,0.6349316835403442,1.0698844194412231,0.2494027465581894,0.0
0.9850712418556212,0.3787321746349334,0.4072398245334625,0.6268656849861145,0.8492063283920288,0.2501968145370483,0.7485214471817017,0.3955017328262329,1.5310325622558594,0.3247407972812652,0.0
0.979268193244934,0.3575148582458496,0.2046035826206207,0.7674418687820435,0.8648648858070374,0.2989968657493591,0.9071801900863647,0.701190173625946,0.9380754232406616,0.1539241224527359,0.0
0.9592062830924988,0.3021880388259887,0.7438016533851624,0.1923076957464218,0.7288135886192322,0.0803212821483612,2.0,0.604391872882843,0.6099488735198975,0.2692427635192871,0.0
0.916025161743164,0.2226499021053314,0.3167420923709869,0.7599999904632568,0.8095238208770752,0.3938779532909393,0.5457444190979004,0.5195319056510925,1.362398624420166,0.2775083184242248,0.0
0.9998892545700072,0.5105239748954773,0.2115158587694168,0.5106382966041565,0.6346153616905212,0.3287588953971863,0.6782373189926147,0.6126437783241272,0.8927838206291199,0.4811322093009949,0.0
0.9787541031837464,0.6442030668258667,0.3379416167736053,0.3773584961891174,0.6387096643447876,0.2861265540122986,0.8247700333595276,0.562513530254364,0.7806107997894287,0.5271047949790955,0.0
0.990290343761444,0.4019419252872467,0.746268630027771,0.1052631586790084,0.7128713130950928,0.1185388043522834,1.511838674545288,0.5603318214416504,0.6536213159561157,0.4025019407272339,0.0
0.909095823764801,0.2125272452831268,0.2359346598386764,0.8151260614395142,0.9126983880996704,0.3743350803852081,0.7658200860023499,0.7229684591293335,1.1391624212265017,0.1309616714715957,0.0
0.9847695827484132,0.377531886100769,0.2945990264415741,0.4732142984867096,0.9411764740943908,0.1833540052175521,0.8819504380226135,0.8296756148338318,0.8246920108795166,0.3075452148914337,0.0
0.9472135901451112,0.7236068248748779,0.634441077709198,0.966292142868042,0.4161849617958069,0.3347911536693573,0.1269051134586334,0.0649642050266265,2.0,2.0,1.0
0.8850107789039612,0.8190089464187622,0.5809128880500793,0.5,0.8308823704719543,0.2009244263172149,1.2251555919647217,0.336441695690155,1.322427749633789,0.3399036228656769,0.0
0.5821995139122009,0.0068030380643904,0.388170063495636,0.4799999892711639,0.9724770784378052,0.3990771472454071,0.7387970685958862,0.5064279437065125,1.2331076860427856,0.3467478454113006,1.0
0.6733250617980957,0.0310027506202459,0.3600654602050781,0.5600000023841858,0.9402984976768494,0.4209240972995758,0.6618191599845886,0.368450790643692,1.6823623180389404,0.3451661467552185,1.0
0.5528930425643921,0.0028055433649569,0.2947845757007599,0.53125,0.9593495726585388,0.460277646780014,0.7490524649620056,0.3871024549007416,1.5227702856063845,0.3143980205059051,1.0
0.9957547783851624,0.4349829852581024,0.4191616773605346,0.4615384638309479,0.9770992398262024,0.1850500106811523,0.7979552745819092,0.4728851020336151,1.3086297512054443,0.3326346576213836,0.0
0.9678486585617064,0.3235980570316314,0.3184713423252105,0.4252873659133911,0.9510489702224731,0.1813013851642608,0.7571663856506348,0.4587756693363189,1.3105050325393677,0.3806630074977875,0.0
0.9231164455413818,0.7664066553115845,0.3536977469921112,0.0606060624122619,0.2713567912578583,0.2106114327907562,1.987919807434082,0.322121262550354,0.422414481639862,1.3176531791687012,0.0
0.9268980622291564,0.7603037357330322,0.8487085103988647,0.3773584961891174,0.4705882370471954,0.3637953698635101,0.9217049479484558,0.2025340795516967,1.2156373262405396,1.5630626678466797,0.0
0.0599358454346656,0.7373679280281067,0.746268630027771,0.375,0.8484848737716675,0.0393155291676521,1.475001335144043,2.0,0.1973094493150711,0.2144232392311096,0.0
0.6114124059677124,0.9874292612075806,0.5841924548149109,0.1052631586790084,0.91304349899292,0.038256712257862,0.6399758458137512,1.62455415725708,0.3238067626953125,0.6814519166946411,1.0
0.5980580449104309,0.990290343761444,0.4467353820800781,0.0909090936183929,0.7894737124443054,0.0667295008897781,0.5915336012840271,1.4085689783096311,0.3253587782382965,0.774954080581665,1.0
0.4518378973007202,0.9976750016212464,0.5338078141212463,0.0408163256943225,0.8999999761581421,0.0222795810550451,0.647501528263092,1.6306190490722656,0.2880115509033203,0.7212735414505005,1.0
0.5383482575416565,0.9985272288322448,0.4239401519298553,0.0204081628471612,0.7878788113594055,0.0630050152540206,0.813206136226654,1.218542456626892,0.3191607594490051,0.6359585523605347,1.0
0.5277349948883057,0.9992302060127258,0.4823151230812073,0.0270270276814699,0.9047619104385376,0.0171401370316743,0.9987676739692688,1.793806552886963,0.2492694109678268,0.4708422124385834,1.0
0.549751877784729,0.9975185990333556,0.7053942084312439,0.9428571462631226,0.0333333350718021,0.0205352641642093,0.8841533064842224,1.036069631576538,0.5298078656196594,0.4470253884792328,1.0
0.4833425879478454,0.9997224807739258,0.646766185760498,0.8780487775802612,0.1578947305679321,0.0598184093832969,0.7485451698303223,1.658379077911377,0.6101812720298767,0.2561319172382355,1.0
0.5660818815231323,0.995613932609558,0.3482587039470672,0.9333333373069764,0.0909090936183929,0.0188727360218763,1.0400512218475342,2.0,0.445316880941391,0.1319457441568374,1.0
0.7236068248748779,0.9472135901451112,0.6965174078941345,0.942307710647583,0.1666666716337204,0.0582306832075119,0.6563800573348999,1.451992154121399,0.7427971959114075,0.2832038998603821,1.0
0.8857696652412415,0.8180907964706421,0.3619909584522247,0.6805555820465088,0.0909090936183929,0.0485852845013141,1.0390756130218506,2.0,0.3313239812850952,0.2039363980293274,0.0
0.5552157759666443,0.996941864490509,0.4347825944423675,0.9733333587646484,0.0454545468091964,0.0113740600645542,0.6110246181488037,2.0,0.7942299246788025,0.2095884531736374,1.0
0.549751877784729,0.9975185990333556,0.7053942084312439,0.9428571462631226,0.0333333350718021,0.0205352641642093,0.8841533064842224,1.036069631576538,0.5298078656196594,0.4470253884792328,1.0
0.4833425879478454,0.9997224807739258,0.646766185760498,0.8780487775802612,0.1578947305679321,0.0598184093832969,0.7485451698303223,1.658379077911377,0.6101812720298767,0.2561319172382355,1.0
0.5660818815231323,0.995613932609558,0.3482587039470672,0.9333333373069764,0.0909090936183929,0.0188727360218763,1.0400512218475342,2.0,0.445316880941391,0.1319457441568374,1.0
0.7236068248748779,0.9472135901451112,0.6965174078941345,0.942307710647583,0.1666666716337204,0.0582306832075119,0.6563800573348999,1.451992154121399,0.7427971959114075,0.2832038998603821,1.0
0.8857696652412415,0.8180907964706421,0.3619909584522247,0.6805555820465088,0.0909090936183929,0.0485852845013141,1.0390756130218506,2.0,0.3313239812850952,0.2039363980293274,0.0
0.5552157759666443,0.996941864490509,0.4347825944423675,0.9733333587646484,0.0454545468091964,0.0113740600645542,0.6110246181488037,2.0,0.7942299246788025,0.2095884531736374,1.0
0.9996697306632996,0.4818301796913147,0.310391366481781,0.5901639461517334,0.8870967626571655,0.3249684870243072,0.4544702768325805,0.9007586240768432,1.1150588989257812,0.4627415835857391,0.0
0.998892605304718,0.5332595109939575,0.5772230625152588,0.574999988079071,0.8999999761581421,0.3251678645610809,0.3779584169387817,1.017482042312622,1.19634747505188,0.5732811093330383,0.0
0.9999281764030457,0.5084733366966248,0.4130809009075165,0.4959349632263183,0.918367326259613,0.2502457201480865,0.4832798838615417,1.2267874479293823,0.8804832696914673,0.5191616415977478,0.0
0.995959460735321,0.5634366869926453,0.4413472712039947,0.5310344696044922,0.8783783912658691,0.276766300201416,0.6016699075698853,1.1860551834106443,0.7565011382102966,0.399101972579956,0.0
0.9990057349205016,0.5315161347389221,0.5867665410041809,0.523809552192688,0.9253731369972228,0.2529489696025848,0.651535153388977,1.440079927444458,0.697553277015686,0.371812492609024,0.0
0.996410071849823,0.5598084330558777,0.6314243674278259,0.4590163826942444,0.9552238583564758,0.1973799616098404,0.690340518951416,1.264754056930542,0.6121435761451721,0.3885684609413147,0.0
